country,city,year,population
Albania,Berat,800,NA
Albania,Delvina,800,NA
Albania,Durres,800,NA
Albania,Elbasan,800,NA
Albania,Gjirokaster,800,NA
Albania,Korca,800,NA
Albania,Kruja,800,NA
Albania,Peqin,800,NA
Albania,Permet,800,NA
Albania,Shkoder,800,NA
Albania,Tirane,800,NA
Albania,Vlora,800,NA
Albania,Voskpoje,800,NA
Austria,Bad Ischl,800,NA
Austria,Dornbirn,800,NA
Austria,Eisenstadt,800,NA
Austria,Gmunden,800,NA
Austria,Graz,800,NA
Austria,Innsbruck,800,NA
Austria,Klagenfurt,800,NA
Austria,Krems,800,NA
Austria,Linz,800,NA
Austria,Mattersburg,800,NA
Austria,Neunkirchen,800,NA
Austria,Salzburg,800,NA
Austria,Schwaz,800,NA
Austria,Steyr,800,NA
Austria,Wels,800,NA
Austria,Wien,800,NA
Austria,Wiener Neustadt,800,NA
Belgium,Aalst,800,NA
Belgium,Aarschot,800,NA
Belgium,Antwerpen,800,NA
Belgium,Ardooie,800,NA
Belgium,Arlon,800,NA
Belgium,Ath,800,NA
Belgium,Beveren,800,NA
Belgium,Binche,800,NA
Belgium,Bouillon,800,NA
Belgium,Brugge,800,NA
Belgium,Bruxelles,800,NA
Belgium,Charleroi,800,NA
Belgium,Deinze,800,NA
Belgium,Dendermonde,800,NA
Belgium,Diest,800,NA
Belgium,Dinant,800,NA
Belgium,Dour,800,NA
Belgium,Eekloo,800,NA
Belgium,Enghien,800,NA
Belgium,Eupen,800,NA
Belgium,Evergem,800,NA
Belgium,Geeraardsbergen,800,NA
Belgium,Gent,800,NA
Belgium,Halle,800,NA
Belgium,Hamme,800,NA
Belgium,Hasselt,800,NA
Belgium,Huy,800,NA
Belgium,Ieper,800,NA
Belgium,Izegem,800,NA
Belgium,Jumet,800,NA
Belgium,Kortrijk,800,NA
Belgium,Kruishoutem,800,NA
Belgium,Leuven,800,NA
Belgium,Liege,800,NA
Belgium,Lier,800,NA
Belgium,Lokeren,800,NA
Belgium,Malmedy,800,NA
Belgium,Mechelen,800,NA
Belgium,Menen,800,NA
Belgium,Meulebeke,800,NA
Belgium,Mons,800,NA
Belgium,Namur,800,NA
Belgium,Nieuwpoort,800,NA
Belgium,Nivelles,800,NA
Belgium,Oostende,800,NA
Belgium,Oudenaarde,800,NA
Belgium,Peruwelz,800,NA
Belgium,Poperinge,800,NA
Belgium,Roeselare,800,NA
Belgium,Ronse,800,NA
Belgium,Ruiselede,800,NA
Belgium,Soignies,800,NA
Belgium,Spa,800,NA
Belgium,St-Niklaas,800,NA
Belgium,St-Truiden,800,NA
Belgium,Temse,800,NA
Belgium,Thuin,800,NA
Belgium,Tielt,800,NA
Belgium,Tienen,800,NA
Belgium,Tongeren,800,NA
Belgium,Torhout,800,NA
Belgium,Tournai,800,NA
Belgium,Turnhout,800,NA
Belgium,Verviers,800,NA
Belgium,Veurne,800,NA
Belgium,Waregem,800,NA
Belgium,Wavre,800,NA
Belgium,Wetteren,800,NA
Belgium,Wingene,800,NA
Belgium,Zele,800,NA
Belgium,Zomergem,800,NA
Belgium,Zoutleeuw,800,NA
Bulgaria,Burgas,800,NA
Bulgaria,Kolarovgrad,800,NA
Bulgaria,Lom,800,NA
Bulgaria,Lovec,800,NA
Bulgaria,Nikopol,800,NA
Bulgaria,Omurtag,800,NA
Bulgaria,Pleven,800,NA
Bulgaria,Plovdiv,800,NA
Bulgaria,Preslav,800,30
Bulgaria,Razgrad,800,NA
Bulgaria,Ruse,800,NA
Bulgaria,Sevlievo,800,NA
Bulgaria,Silistra,800,NA
Bulgaria,Sliven,800,NA
Bulgaria,Sofija,800,NA
Bulgaria,Stara Zagora,800,NA
Bulgaria,Svistov,800,NA
Bulgaria,Tatar-Pazardzik,800,NA
Bulgaria,Tutrakan,800,NA
Bulgaria,Varna,800,NA
Bulgaria,Veliko Turnovo,800,NA
Bulgaria,Vidin,800,NA
Czechoslovakia,Banska Bystrica,800,NA
Czechoslovakia,Banska Stiavnica,800,NA
Czechoslovakia,Bratislava,800,NA
Czechoslovakia,Brezova,800,NA
Czechoslovakia,Brno,800,NA
Czechoslovakia,Ceske Budejovice,800,NA
Czechoslovakia,Cesky Tesin,800,NA
Czechoslovakia,Cheb,800,NA
Czechoslovakia,Eperjes,800,NA
Czechoslovakia,Ersekujvar,800,NA
Czechoslovakia,Gelnica,800,NA
Czechoslovakia,Iglo,800,NA
Czechoslovakia,Jihlava,800,NA
Czechoslovakia,Kolin,800,NA
Czechoslovakia,Komarno,800,NA
Czechoslovakia,Kosice,800,NA
Czechoslovakia,Kremnica,800,NA
Czechoslovakia,Kutna Hora,800,NA
Czechoslovakia,Levoca,800,NA
Czechoslovakia,Liberec,800,NA
Czechoslovakia,Litomerice,800,NA
Czechoslovakia,Marianske Lazne,800,NA
Czechoslovakia,Mikulov,800,NA
Czechoslovakia,Myjava,800,NA
Czechoslovakia,Nitra,800,NA
Czechoslovakia,Olomouc,800,NA
Czechoslovakia,Opava,800,NA
Czechoslovakia,Ostrava,800,NA
Czechoslovakia,Plzen,800,NA
Czechoslovakia,Praha,800,NA
Czechoslovakia,Prostejov,800,NA
Czechoslovakia,Skalica,800,NA
Czechoslovakia,Sternberk,800,NA
Czechoslovakia,Trnava,800,NA
Czechoslovakia,Vratz,800,NA
Czechoslovakia,Znojmo,800,NA
Denmark,Aalborg,800,NA
Denmark,Aarhus,800,NA
Denmark,Helsingor,800,NA
Denmark,Kobenhavn,800,NA
Denmark,Odense,800,NA
Denmark,Randers,800,NA
Denmark,Ribe,800,NA
Denmark,Roskilde,800,NA
Denmark,Svendborg,800,NA
Denmark,Viborg,800,NA
Finland,Haemeenlinna,800,NA
Finland,Helsinki,800,NA
Finland,Kuopio,800,NA
Finland,Oulu,800,NA
Finland,Pori,800,NA
Finland,Tampere,800,NA
Finland,Turku,800,NA
Finland,Vaasa,800,NA
France,Abbeville,800,NA
France,Agde,800,NA
France,Agen,800,NA
France,Aire,800,NA
France,Aix,800,NA
France,Ajaccio,800,NA
France,Albi,800,NA
France,Alencon,800,NA
France,Ales,800,NA
France,Ambert,800,NA
France,Amboise,800,NA
France,Amiens,800,NA
France,Anduze,800,NA
France,Angers,800,NA
France,Angouleme,800,NA
France,Annecy,800,NA
France,Annonay,800,NA
France,Antibes,800,NA
France,Apt,800,NA
France,Arbois,800,NA
France,Argentan,800,NA
France,Argenteuil,800,NA
France,Arles,800,NA
France,Armentieres,800,NA
France,Arras,800,NA
France,Aubagne,800,NA
France,Auch,800,NA
France,Aurillac,800,NA
France,Autun,800,NA
France,Auxerre,800,NA
France,Avallon,800,NA
France,Avignon,800,NA
France,Avranches,800,NA
France,Bagneres-De-Bigorre,800,NA
France,Bagnols,800,NA
France,Bailleul,800,NA
France,Barcelonnette,800,NA
France,Bar-Le-Duc,800,NA
France,Bastia,800,NA
France,Bayeux,800,NA
France,Bayonne,800,NA
France,Beaucaire,800,NA
France,Beaugency,800,NA
France,Beaune,800,NA
France,Beauvais,800,NA
France,Bedarrieux,800,NA
France,Belfort,800,NA
France,Bergerac,800,NA
France,Bergues,800,NA
France,Bernay,800,NA
France,Besancon,800,NA
France,Bethune,800,NA
France,Beziers,800,NA
France,Billom,800,NA
France,Blois,800,NA
France,Bonifacio,800,NA
France,Bonnetable,800,NA
France,Bordeaux,800,NA
France,Boulogne,800,NA
France,Bourbourg,800,NA
France,Bourg-En-Bresse,800,NA
France,Bourges,800,NA
France,Brest,800,NA
France,Brignoles,800,NA
France,Brioude,800,NA
France,Brive,800,NA
France,Brouage,800,NA
France,Caen,800,NA
France,Cahors,800,NA
France,Calais,800,NA
France,Cambrai,800,NA
France,Cannes,800,NA
France,Carcassonne,800,NA
France,Carpentras,800,NA
France,Castelnaudary,800,NA
France,Castelsarrasin,800,NA
France,Castres,800,NA
France,Cavaillon,800,NA
France,Chalons-Sur-Marne,800,NA
France,Chalon-Sur-Saone,800,NA
France,Chambery,800,NA
France,Charleville,800,NA
France,Chartres,800,NA
France,Chateaudun,800,NA
France,Chateau-Gontier,800,NA
France,Chateauroux,800,NA
France,Chatellerault,800,NA
France,Chaumont,800,NA
France,Cherbourg,800,NA
France,Chinon,800,NA
France,Cholet,800,NA
France,Clamecy,800,NA
France,Clermont-Ferrand,800,NA
France,Clermont-L'herault,800,NA
France,Cluny,800,NA
France,Colmar,800,NA
France,Comines,800,NA
France,Compiegne,800,NA
France,Conde-Sur-L'escaut,800,NA
France,Conde-Sur-Noireau,800,NA
France,Condom,800,NA
France,Condrieu,800,NA
France,Corte,800,NA
France,Cosne,800,NA
France,Coulommiers,800,NA
France,Coutances,800,NA
France,Cuers,800,NA
France,Darnetal,800,NA
France,Dax,800,NA
France,Die,800,NA
France,Dieppe,800,NA
France,Digne,800,NA
France,Dijon,800,NA
France,Dinan,800,NA
France,Dole,800,NA
France,Douai,800,NA
France,Draguignan,800,NA
France,Dreux,800,NA
France,Dunkerque,800,NA
France,Elbeuf,800,NA
France,Epernay,800,NA
France,Epinal,800,NA
France,Etampes,800,NA
France,Eu,800,NA
France,Evreux,800,NA
France,Falaise,800,NA
France,Fecamp,800,NA
France,Figeac,800,NA
France,Fontainebleau,800,NA
France,Fontenay-Le-Comte,800,NA
France,Fougeres,800,NA
France,Gaillac,800,NA
France,Gap,800,NA
France,Gentilly,800,NA
France,Givors,800,NA
France,Granville,800,NA
France,Grasse,800,NA
France,Gray,800,NA
France,Grenoble,800,NA
France,Guerande,800,NA
France,Guingamp,800,NA
France,Haguenau,800,NA
France,Hasparren,800,NA
France,Hazebrouck,800,NA
France,Herbault,800,NA
France,Hesdin,800,NA
France,Hondschoote,800,NA
France,Honfleur,800,NA
France,Hyeres,800,NA
France,Issoire,800,NA
France,Issoudun,800,NA
France,Joigny,800,NA
France,La Charite-Sur-Loire,800,NA
France,La Ciotat,800,NA
France,La Fleche,800,NA
France,La Rochelle,800,NA
France,La Seyne-Sur-Mer,800,NA
France,Laigle,800,NA
France,Langres,800,NA
France,Laon,800,NA
France,Laval,800,NA
France,Lavaur,800,NA
France,Le Blanc,800,NA
France,Le Cateau,800,NA
France,Le Creusot,800,NA
France,Le Croisic,800,NA
France,Le Havre,800,NA
France,Le Mans,800,NA
France,Le Puy,800,NA
France,Lectoure,800,NA
France,Lens,800,NA
France,Les Sables-D'olonne,800,NA
France,Libourne,800,NA
France,Lille,800,NA
France,Limoges,800,NA
France,Limoux,800,NA
France,Lisieux,800,NA
France,Loches,800,NA
France,Lodeve,800,NA
France,Lons-Le-Saunier,800,NA
France,Lorient,800,NA
France,Loudun,800,NA
France,Lourdes,800,NA
France,Louviers,800,NA
France,Lunel,800,NA
France,Luneville,800,NA
France,Luxeuil,800,NA
France,Lyon,800,12
France,Macon,800,NA
France,Mamers,800,NA
France,Manosque,800,NA
France,Marmande,800,NA
France,Marseille,800,NA
France,Martigues,800,NA
France,Maubeuge,800,NA
France,Mayenne,800,NA
France,Meaux,800,NA
France,Melun,800,NA
France,Mende,800,NA
France,Metz,800,25
France,Meudon,800,NA
France,Millau,800,NA
France,Mirecourt,800,NA
France,Moissac,800,NA
France,Montargis,800,NA
France,Montauban,800,NA
France,Montbeliard,800,NA
France,Montbrison,800,NA
France,Montceau-Les-Mines,800,NA
France,Mont-De-Marsan,800,NA
France,Montelimar,800,NA
France,Montlucon,800,NA
France,Montpellier,800,NA
France,Montreuil,800,NA
France,Morlaix,800,NA
France,Moulins,800,NA
France,Mulhouse,800,NA
France,Nancy,800,NA
France,Nantes,800,NA
France,Narbonne,800,NA
France,Nerac,800,NA
France,Nevers,800,NA
France,Nice,800,NA
France,Nimes,800,NA
France,Niort,800,NA
France,Nogent-Le-Rotrou,800,NA
France,Noyon,800,NA
France,Obernai,800,NA
France,Oloron-Ste-Marie,800,NA
France,Orange,800,NA
France,Orleans,800,NA
France,Orthez,800,NA
France,Pamiers,800,NA
France,Paris,800,25
France,Pau,800,NA
France,Perigueux,800,NA
France,Perpignan,800,NA
France,Pezenas,800,NA
France,Ploermel,800,NA
France,Poitiers,800,10
France,Poligny,800,NA
France,Pont-A-Mousson,800,NA
France,Pont-Audemer,800,NA
France,Pontoise,800,NA
France,Provins,800,10
France,Quimper,800,NA
France,Quimperle,800,NA
France,Rambervillers,800,NA
France,Reims,800,20
France,Rennes,800,10
France,Rethel,800,NA
France,Ribeauville,800,NA
France,Richelieu,800,NA
France,Riom,800,NA
France,Rive-De-Gier,800,NA
France,Roanne,800,NA
France,Rochefort,800,NA
France,Rodez,800,NA
France,Romans,800,NA
France,Romorantin,800,NA
France,Roubaix,800,NA
France,Rouen,800,10
France,Saintes,800,NA
France,Salies-De-Bearn,800,NA
France,Salins-Les-Bains,800,NA
France,Salon-De-Provence,800,NA
France,Saumur,800,NA
France,Saverne,800,NA
France,Sedan,800,NA
France,Selestat,800,NA
France,Semur-En-Auxois,800,NA
France,Senlis,800,NA
France,Sens,800,NA
France,Sete,800,NA
France,Sisteron,800,NA
France,Soissons,800,NA
France,Sollies-Pont,800,NA
France,St-Amand-Les-Eaux,800,NA
France,St-Amand-Montrond,800,NA
France,St-Brieuc,800,NA
France,St-Chamond,800,NA
France,St-Denis,800,NA
France,St-Die,800,NA
France,St-Dizier,800,NA
France,Steenvoorde,800,NA
France,St-Etienne,800,NA
France,St-Flour,800,NA
France,St-Germain,800,NA
France,St-Gilles,800,NA
France,St-Hippolyte,800,NA
France,St-Jean-D'angely,800,NA
France,St-Junien,800,NA
France,St-Leonard,800,NA
France,St-Lo,800,NA
France,St-Malo,800,NA
France,St-Marie-Aux-Mines,800,NA
France,St-Mihiel,800,NA
France,St-Nazaire,800,NA
France,St-Omer,800,NA
France,St-Pol,800,NA
France,St-Quentin,800,NA
France,Strasbourg,800,NA
France,St-Sever,800,NA
France,St-Yrieix-La-Perche,800,NA
France,Tarascon,800,NA
France,Tarbes,800,NA
France,Thiers,800,NA
France,Thionville,800,NA
France,Tonneins,800,NA
France,Toul,800,NA
France,Toulon,800,NA
France,Toulouse,800,NA
France,Tourcoing,800,NA
France,Tournon,800,NA
France,Tournus,800,NA
France,Tours,800,20
France,Troyes,800,NA
France,Tulle,800,NA
France,Uzes,800,NA
France,Valence,800,NA
France,Valenciennes,800,NA
France,Valognes,800,NA
France,Vannes,800,NA
France,Vendome,800,NA
France,Verdun,800,NA
France,Verdun-Sur-Garonne,800,NA
France,Versailles,800,NA
France,Vesoul,800,NA
France,Vienne,800,NA
France,Vierzon,800,NA
France,Villefranche-De-Rouergue,800,NA
France,Villefranche-Sur-Saone,800,NA
France,Villeneuve,800,NA
France,Villeneuve-Lez-Avignon,800,NA
France,Vire,800,NA
France,Vitre,800,NA
France,Vitry-Le-Francois,800,NA
France,Voiron,800,NA
France,Wissembourg,800,NA
France,Yssingeaux,800,NA
France,Yvetot,800,NA
Germany,Aachen,800,5
Germany,Altenburg,800,NA
Germany,Altona,800,NA
Germany,Amberg,800,NA
Germany,Andernach,800,NA
Germany,Anklam,800,NA
Germany,Annaberg,800,NA
Germany,Ansbach,800,NA
Germany,Aschaffenburg,800,NA
Germany,Aschersleben,800,NA
Germany,Augsburg,800,NA
Germany,Bad Hersfeld,800,NA
Germany,Bad Kreuznach,800,NA
Germany,Baden-Baden,800,NA
Germany,Bamberg,800,NA
Germany,Barmen,800,NA
Germany,Bautzen,800,NA
Germany,Bayreuth,800,NA
Germany,Beckum,800,NA
Germany,Berlin,800,NA
Germany,Bernburg,800,NA
Germany,Biberach,800,NA
Germany,Bielefeld,800,NA
Germany,Bingen,800,NA
Germany,Bochum,800,NA
Germany,Bonn,800,NA
Germany,Borna,800,NA
Germany,Brandenburg,800,NA
Germany,Braunschweig,800,NA
Germany,Breisach Am Rhein,800,NA
Germany,Bremen,800,NA
Germany,Bruchsal,800,NA
Germany,Burg,800,NA
Germany,Burscheid,800,NA
Germany,Celle,800,NA
Germany,Charlottenburg,800,NA
Germany,Clausthal-Zellerfeld,800,NA
Germany,Coburg,800,NA
Germany,Coesfeld,800,NA
Germany,Cottbus,800,NA
Germany,Cronenberg,800,NA
Germany,Darmstadt,800,NA
Germany,Dessau,800,NA
Germany,Dinkelsbuehl,800,NA
Germany,Doebeln,800,NA
Germany,Dortmund,800,NA
Germany,Dresden,800,NA
Germany,Dueren,800,NA
Germany,Duesseldorf,800,NA
Germany,Duisburg,800,NA
Germany,Ebersbach,800,NA
Germany,Eichstaett,800,NA
Germany,Eilenburg,800,NA
Germany,Einbeck,800,NA
Germany,Eisenach,800,NA
Germany,Eisleben,800,NA
Germany,Elberfeld,800,NA
Germany,Emden,800,NA
Germany,Emmerich,800,NA
Germany,Erfurt,800,NA
Germany,Erlangen,800,NA
Germany,Eschweiler,800,NA
Germany,Essen,800,NA
Germany,Esslingen,800,NA
Germany,Flensburg,800,NA
Germany,Forchheim,800,NA
Germany,Frankenberg,800,NA
Germany,Frankenthal,800,NA
Germany,Frankfurt Am Main,800,3
Germany,Frankfurt An Der Oder,800,NA
Germany,Freiberg,800,NA
Germany,Freiburg,800,NA
Germany,Freising,800,NA
Germany,Fuerth,800,NA
Germany,Fulda,800,NA
Germany,Gelnhausen,800,NA
Germany,Gera,800,NA
Germany,Giessen,800,NA
Germany,Glauchau,800,NA
Germany,Glueckstadt,800,NA
Germany,Goeppingen,800,NA
Germany,Goerlitz,800,NA
Germany,Goettingen,800,NA
Germany,Goslar,800,NA
Germany,Gotha,800,NA
Germany,Greifswald,800,NA
Germany,Grimma,800,NA
Germany,Grossenhain,800,NA
Germany,Guestrow,800,NA
Germany,Halberstadt,800,NA
Germany,Halle,800,NA
Germany,Hamburg,800,NA
Germany,Hameln,800,NA
Germany,Hamm,800,NA
Germany,Hanau,800,NA
Germany,Hannover,800,NA
Germany,Harburg,800,NA
Germany,Hardenberg,800,NA
Germany,Hattingen,800,NA
Germany,Heidelberg,800,NA
Germany,Heilbronn,800,NA
Germany,Helmstedt,800,NA
Germany,Herford,800,NA
Germany,Hildesheim,800,NA
Germany,Hof,800,NA
Germany,Hueckeswagen,800,NA
Germany,Husum,800,NA
Germany,Ibbenbueren,800,NA
Germany,Iena,800,NA
Germany,Ingolstadt,800,NA
Germany,Iserlohn,800,NA
Germany,Kaiserslautern,800,NA
Germany,Karl-Marx-Stadt,800,NA
Germany,Karlsruhe,800,NA
Germany,Kassel,800,NA
Germany,Kaufbeuren,800,NA
Germany,Kempten,800,NA
Germany,Kiel,800,NA
Germany,Kleve,800,NA
Germany,Koblenz,800,NA
Germany,Koeln,800,15
Germany,Koenigswinter,800,NA
Germany,Koethen,800,NA
Germany,Konstanz,800,NA
Germany,Krefeld,800,NA
Germany,Krempe,800,NA
Germany,Lahr,800,NA
Germany,Landau,800,NA
Germany,Landshut,800,NA
Germany,Langensalza,800,NA
Germany,Lauingen,800,NA
Germany,Leer,800,NA
Germany,Leipzig,800,NA
Germany,Lippstadt,800,NA
Germany,Ludwigsburg,800,NA
Germany,Luebeck,800,NA
Germany,Lueneburg,800,NA
Germany,Magdeburg,800,NA
Germany,Mainz,800,20
Germany,Mannheim,800,NA
Germany,Marburg,800,NA
Germany,Marienberg,800,NA
Germany,Mecklenburg,800,NA
Germany,Meiningen,800,NA
Germany,Meissen,800,NA
Germany,Memmingen,800,NA
Germany,Merseburg,800,NA
Germany,Mettmann,800,NA
Germany,Michelstadt,800,NA
Germany,Minden,800,NA
Germany,Mittweida,800,NA
Germany,Muelheim An Der Ruhr,800,NA
Germany,Muenchen,800,NA
Germany,Muenster,800,NA
Germany,Nauen,800,NA
Germany,Naumburg,800,NA
Germany,Neubrandenburg,800,NA
Germany,Neuburg,800,NA
Germany,Neuruppin,800,NA
Germany,Neuss,800,NA
Germany,Neustrelitz,800,NA
Germany,Neuwied,800,NA
Germany,Noerdlingen,800,NA
Germany,Norden,800,NA
Germany,Nordhausen,800,NA
Germany,Nuernberg,800,NA
Germany,Offenbach,800,NA
Germany,Oldenburg,800,NA
Germany,Oppenheim,800,NA
Germany,Osnabrueck,800,NA
Germany,Paderborn,800,NA
Germany,Passau,800,NA
Germany,Pforzheim,800,NA
Germany,Pirmasens,800,NA
Germany,Pirna,800,NA
Germany,Plauen,800,NA
Germany,Potsdam,800,NA
Germany,Prenzlau,800,NA
Germany,Quedlinburg,800,NA
Germany,Radevormwald,800,NA
Germany,Ratzeburg,800,NA
Germany,Ravensburg,800,NA
Germany,Regensburg,800,25
Germany,Reichenbach,800,NA
Germany,Remscheid,800,NA
Germany,Rendsburg,800,NA
Germany,Reutlingen,800,NA
Germany,Rheine,800,NA
Germany,Rheydt,800,NA
Germany,Rochlitz,800,NA
Germany,Rostock,800,NA
Germany,Rothenburg Am Neckar,800,NA
Germany,Rottenburg Ob Der Tauber,800,NA
Germany,Saarbruecken,800,NA
Germany,Saarlouis,800,NA
Germany,Salzwedel,800,NA
Germany,Schleswig,800,NA
Germany,Schmalkalden,800,NA
Germany,Schneeberg,800,NA
Germany,Schorndorf,800,NA
Germany,Schwabach,800,NA
Germany,Schwaebisch Gmuend,800,NA
Germany,Schwaebisch Hall,800,NA
Germany,Schweinfurt,800,NA
Germany,Schwerin,800,NA
Germany,Siegen,800,NA
Germany,Soest,800,NA
Germany,Solingen,800,NA
Germany,Spandau,800,NA
Germany,Speyer,800,20
Germany,Stade,800,NA
Germany,Stendal,800,NA
Germany,Stralsund,800,NA
Germany,Straubing,800,NA
Germany,Stuttgart,800,NA
Germany,Suhl,800,NA
Germany,Toenning,800,NA
Germany,Torgau,800,NA
Germany,Trier,800,15
Germany,Tuebingen,800,NA
Germany,Ueberlingen,800,NA
Germany,Ulm,800,NA
Germany,Unna,800,NA
Germany,Velbert,800,NA
Germany,Verden,800,NA
Germany,Viersen,800,NA
Germany,Warburg,800,NA
Germany,Weimar,800,NA
Germany,Weissenfels,800,4
Germany,Werden,800,NA
Germany,Wesel,800,NA
Germany,Wetzlar,800,NA
Germany,Wiesbaden,800,NA
Germany,Wismar,800,NA
Germany,Wittenberg,800,NA
Germany,Wolfenbuettel,800,NA
Germany,Worms,800,10
Germany,Wuelfrath,800,NA
Germany,Wuerzburg,800,NA
Germany,Xanten,800,NA
Germany,Zeitz,800,NA
Germany,Zerbst,800,NA
Germany,Zittau,800,NA
Germany,Zweibruecken,800,NA
Germany,Zwickau,800,NA
Great Britain,Aberdeen,800,NA
Great Britain,Ashton-Upon-Lyne,800,NA
Great Britain,Barnsley,800,NA
Great Britain,Bath,800,NA
Great Britain,Berwick,800,NA
Great Britain,Beverley,800,NA
Great Britain,Bilston,800,NA
Great Britain,Birmingham,800,NA
Great Britain,Blackburn,800,NA
Great Britain,Bolton,800,NA
Great Britain,Boston,800,NA
Great Britain,Bournemouth,800,NA
Great Britain,Bradford,800,NA
Great Britain,Brighton,800,NA
Great Britain,Bristol,800,NA
Great Britain,Bromsgrove,800,NA
Great Britain,Burnley,800,NA
Great Britain,Burslem,800,NA
Great Britain,Bury,800,NA
Great Britain,Bury-St-Edmunds,800,NA
Great Britain,Cambridge,800,NA
Great Britain,Canterbury,800,NA
Great Britain,Cardiff,800,NA
Great Britain,Carlisle,800,NA
Great Britain,Chatham,800,NA
Great Britain,Cheltenham,800,NA
Great Britain,Chester,800,NA
Great Britain,Chesterfield,800,NA
Great Britain,Chichester,800,NA
Great Britain,Colchester,800,NA
Great Britain,Congleton,800,NA
Great Britain,Coventry,800,NA
Great Britain,Croydon,800,NA
Great Britain,Darlington,800,NA
Great Britain,Deal,800,NA
Great Britain,Deptford,800,NA
Great Britain,Derby,800,NA
Great Britain,Doncaster,800,NA
Great Britain,Dover,800,NA
Great Britain,Dudley,800,NA
Great Britain,Dundee,800,NA
Great Britain,Durham,800,NA
Great Britain,Edinburgh,800,NA
Great Britain,Ellesmere,800,NA
Great Britain,Elmbridge,800,NA
Great Britain,Ely,800,NA
Great Britain,Exeter,800,NA
Great Britain,Frome,800,NA
Great Britain,Gateshead,800,NA
Great Britain,Gillingham,800,NA
Great Britain,Glasgow,800,NA
Great Britain,Gloucester,800,NA
Great Britain,Gosport,800,NA
Great Britain,Gravesend,800,NA
Great Britain,Great-Yarmouth,800,NA
Great Britain,Greenock,800,NA
Great Britain,Greenwich,800,NA
Great Britain,Grimsby,800,NA
Great Britain,Guildford,800,NA
Great Britain,Halifax,800,NA
Great Britain,Halton,800,NA
Great Britain,Hamilton,800,NA
Great Britain,Hartlepool,800,NA
Great Britain,Haslingden,800,NA
Great Britain,Hereford,800,NA
Great Britain,Huddersfield,800,NA
Great Britain,Hull,800,NA
Great Britain,Ilkeston,800,NA
Great Britain,Inverness,800,NA
Great Britain,Ipswich,800,NA
Great Britain,Kendal,800,NA
Great Britain,Kidderminster,800,NA
Great Britain,King's Lynn,800,NA
Great Britain,Kirkcaldy,800,NA
Great Britain,Lancaster,800,NA
Great Britain,Leeds,800,NA
Great Britain,Leek,800,NA
Great Britain,Leicester,800,NA
Great Britain,Lichfield,800,NA
Great Britain,Lincoln,800,NA
Great Britain,Liverpool,800,NA
Great Britain,London,800,NA
Great Britain,Loughborough,800,NA
Great Britain,Luton,800,NA
Great Britain,Macclesfield,800,NA
Great Britain,Maidstone,800,NA
Great Britain,Manchester,800,NA
Great Britain,Mansfield,800,NA
Great Britain,Margate,800,NA
Great Britain,Merthyr-Tydfil,800,NA
Great Britain,Nantwich,800,NA
Great Britain,Newark,800,NA
Great Britain,Newbury,800,NA
Great Britain,Newcastle-Under-Lyme,800,NA
Great Britain,Newcastle-Upon-Tyne,800,NA
Great Britain,Newport,800,NA
Great Britain,Northampton,800,NA
Great Britain,North-Shields,800,NA
Great Britain,Norwich,800,NA
Great Britain,Nottingham,800,NA
Great Britain,Nuneaton,800,NA
Great Britain,Ogwr,800,NA
Great Britain,Oldham,800,NA
Great Britain,Oxford,800,NA
Great Britain,Paisley,800,NA
Great Britain,Perth,800,NA
Great Britain,Peterborough,800,NA
Great Britain,Plymouth,800,NA
Great Britain,Poole,800,NA
Great Britain,Portsmouth,800,NA
Great Britain,Preston,800,NA
Great Britain,Reading,800,NA
Great Britain,Renfrew,800,NA
Great Britain,Rochdale,800,NA
Great Britain,Rochester,800,NA
Great Britain,Rotherham,800,NA
Great Britain,Rowley Regis,800,NA
Great Britain,Rugby,800,NA
Great Britain,Salford,800,NA
Great Britain,Salisbury,800,NA
Great Britain,Sandwich,800,NA
Great Britain,Scarborough,800,NA
Great Britain,Sedgley,800,NA
Great Britain,Sefton,800,NA
Great Britain,Sheffield,800,NA
Great Britain,Shepton-Mallet,800,NA
Great Britain,Shrewsbury,800,NA
Great Britain,Southampton,800,NA
Great Britain,South-Ribble,800,NA
Great Britain,South-Shields,800,NA
Great Britain,Stafford,800,NA
Great Britain,St-Albans,800,NA
Great Britain,St-Andrews,800,NA
Great Britain,St-Helens,800,NA
Great Britain,Stockport,800,NA
Great Britain,Stockton-On-Tees,800,NA
Great Britain,Stoke-On-Trent,800,NA
Great Britain,St-Peter Port,800,NA
Great Britain,Stroud,800,NA
Great Britain,Sunderland,800,NA
Great Britain,Swansea,800,NA
Great Britain,Tameside,800,NA
Great Britain,Taunton,800,NA
Great Britain,Thetford,800,NA
Great Britain,Tiverton,800,NA
Great Britain,Tunbridge-Wells,800,NA
Great Britain,Tynemouth,800,NA
Great Britain,Wakefield,800,NA
Great Britain,Walsall,800,NA
Great Britain,Warminster,800,NA
Great Britain,Warrington,800,NA
Great Britain,Warwick,800,NA
Great Britain,Wellington,800,NA
Great Britain,West-Bromwich,800,NA
Great Britain,West-Ham,800,NA
Great Britain,Whitby,800,NA
Great Britain,Whitehaven,800,NA
Great Britain,Wigan,800,NA
Great Britain,Winchester,800,NA
Great Britain,Windsor-And-Maidenhead,800,NA
Great Britain,Wolverhampton,800,NA
Great Britain,Woolwich,800,NA
Great Britain,Worcester,800,NA
Great Britain,Workington,800,NA
